timestamp_ns,topic,signal,value
1779769894577393961,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894577476656,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894577553648,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894581911821,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894632031778,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894681961199,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894732009703,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894782058448,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894831940070,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894882121752,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894932473566,/cd110r_1/trek/joy_control_command,lever,0.0
1779769894982006829,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895032006133,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895082189073,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895132002164,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895181802955,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895231931454,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895281846514,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895332017308,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895382035833,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895432108359,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895481876599,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895532248325,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895581902167,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895632255559,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895682385477,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895732142969,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895748655111,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769895757057075,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769895776807280,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000681769239060285
1779769895781910750,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895796740663,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769895816681124,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000136353847812057
1779769895832093781,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895836799160,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000681769239060285
1779769895857096876,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769895876656889,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769895881949858,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895896685966,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769895917006324,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769895932459051,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895936790902,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769895957342970,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00136353847812057
1779769895976892365,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0014998923259326269
1779769895982316344,/cd110r_1/trek/joy_control_command,lever,0.0
1779769895996730161,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000136353847812057
1779769896016637815,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769896031892628,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896036647762,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769896056876827,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769896077097481,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769896082155914,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896097199320,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0008181230868723419
1779769896116879387,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769896131958086,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896136633562,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769896156610929,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000136353847812057
1779769896176734803,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769896182019555,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896196774856,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769896216848278,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.001090830782496456
1779769896231971852,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896237315290,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000136353847812057
1779769896256905154,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000954476934684399
1779769896276584310,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000136353847812057
1779769896281959646,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896296591440,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000954476934684399
1779769896316714271,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769896331988374,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896336826443,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769896356992831,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769896377111247,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769896381933548,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896397037909,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769896416629053,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000545415391248228
1779769896431838656,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896436786009,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769896457115240,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.001090830782496456
1779769896476905613,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769896481938311,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896496703779,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769896516841216,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000681769239060285
1779769896531910799,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896536655760,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769896556632769,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769896576620161,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000545415391248228
1779769896581813533,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896596693953,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769896616814378,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769896632156420,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896636838171,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000954476934684399
1779769896657131666,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000954476934684399
1779769896676707190,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769896681891007,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896696611561,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769896716641487,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769896731934167,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896736861731,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769896756932609,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769896776962170,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769896782152886,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896796721727,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.001227184630308513
1779769896816727295,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769896832601392,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896837187519,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.0016362461737446838
1779769896856622117,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0008181230868723419
1779769896876672553,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000545415391248228
1779769896881895101,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896896613468,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769896916686886,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.001227184630308513
1779769896931985836,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896936764409,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769896957031314,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769896976689081,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769896981891459,/cd110r_1/trek/joy_control_command,lever,0.0
1779769896996684337,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769897016565998,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769897032600950,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897036777767,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000136353847812057
1779769897056955414,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769897076887354,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00040906154343617096
1779769897081951758,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897096914371,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.00040906154343617096
1779769897116673420,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.0008181230868723419
1779769897131826583,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897136593751,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769897156613704,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.001090830782496456
1779769897176818860,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769897182357616,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897197003973,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769897216751232,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000681769239060285
1779769897232328768,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897236806032,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769897256696046,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000272707695624114
1779769897276745469,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000545415391248228
1779769897281831964,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897296812265,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000272707695624114
1779769897316849118,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.0
1779769897332248331,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897337001650,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.0008181230868723419
1779769897356984542,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000681769239060285
1779769897376853616,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.00136353847812057
1779769897381984605,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897396640026,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.000681769239060285
1779769897416648539,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,-0.001227184630308513
1779769897432100598,/cd110r_1/trek/joy_control_command,lever,0.0
1779769897437118063,/cd110r_1/trek/mtlt335_can_parser/imu_129,yaw_rate,0.000681769239060285
